"","slaughter.age","species"
"1",0.45122577962956,"monodon"
"2",0.406362010098974,"monodon"
"3",0.05907747521957,"monodon"
"4",0.0292498343675553,"monodon"
"5",0.413987901588874,"monodon"
"6",0.146664505508877,"monodon"
"7",0.0498256626517218,"monodon"
"8",0.049193267242417,"monodon"
"9",0.270617046016697,"monodon"
"10",0.349434044358139,"monodon"
"11",0.336229097504512,"monodon"
"12",0.56624429170345,"monodon"
"13",0.338974743953891,"monodon"
"14",0.374768322279123,"monodon"
"15",0.248468515169026,"monodon"
"16",0.190122643983066,"monodon"
"17",0.00200853056358744,"monodon"
"18",0.0424535015658475,"monodon"
"19",0.231077532704847,"monodon"
"20",0.00639080914025928,"monodon"
"21",0.28816685148145,"monodon"
"22",0.523898697952376,"monodon"
"23",0.476738266864168,"monodon"
"24",0.38171554816421,"monodon"
"25",0.452801633462424,"monodon"
"26",0.400693253436088,"monodon"
"27",0.463263730219001,"monodon"
"28",0.0134599547728896,"monodon"
"29",0.35346878890204,"monodon"
"30",0.321635135808384,"monodon"
"31",0.363727044781933,"monodon"
"32",0.325971306292593,"monodon"
"33",0.148642137639742,"monodon"
"34",0.346775547919448,"monodon"
"35",0.38847055009959,"monodon"
"36",0.112462082156593,"monodon"
"37",0.0358721934671748,"monodon"
"38",0.114198745370513,"monodon"
"39",0.0561874612405629,"monodon"
"40",0.0628506946190307,"monodon"
"41",0.124063192188105,"monodon"
"42",0.423097661594177,"monodon"
"43",0.403330617729119,"monodon"
"44",0.416517835390054,"monodon"
"45",0.357102904817319,"monodon"
"46",0.511870268472216,"monodon"
"47",0.34615368726285,"monodon"
"48",0.387049332734601,"monodon"
"49",0.405626976318479,"monodon"
"50",0.0648841619662453,"monodon"
"51",0.439620795146147,"monodon"
"52",0.397292692630206,"monodon"
"53",0.0539909647386919,"monodon"
"54",0.0731990948423076,"monodon"
"55",0.0290035914168026,"monodon"
"56",0.423417567595715,"monodon"
"57",0.410165553676587,"monodon"
"58",0.31186632157828,"monodon"
"59",0.258440788020866,"monodon"
"60",0.433503386560649,"monodon"
"61",0.35388623370104,"monodon"
"62",0.0477978040110077,"monodon"
"63",0.343911999468924,"monodon"
"64",0.474746876588184,"monodon"
"65",0.311823006290642,"monodon"
"66",0.485913572009155,"monodon"
"67",0.193939548758592,"monodon"
"68",0.212639181791151,"monodon"
"69",0.471245143527215,"monodon"
"70",0.0802692055837302,"monodon"
"71",0.00702647372771478,"monodon"
"72",0.0982601729821269,"monodon"
"73",0.389607964305207,"monodon"
"74",0.410878559385053,"monodon"
"75",0.0153386273515588,"monodon"
"76",0.471018084011679,"monodon"
"77",0.159926223197688,"monodon"
"78",0.443118284196175,"monodon"
"79",0.147462118836281,"monodon"
"80",0.462100801208876,"monodon"
"81",0.361781444421906,"monodon"
"82",0.144346672979174,"monodon"
"83",0.318742179206178,"monodon"
"84",0.462688218924485,"monodon"
"85",0.222175213816181,"monodon"
"86",0.00826585097903178,"monodon"
"87",0.308238104184161,"monodon"
"88",0.370110572902091,"monodon"
"89",0.273698269554434,"monodon"
"90",0.321468971578066,"monodon"
"91",0.365014569963541,"monodon"
"92",0.526584110591995,"monodon"
"93",0.310384085258721,"monodon"
"94",0.459995072368928,"monodon"
"95",0.36094730723446,"monodon"
"96",0.32295715688328,"monodon"
"97",0.0245148400797162,"monodon"
"98",0.0834562440385603,"monodon"
"99",0.37589564601113,"monodon"
"100",0.333114885819777,"monodon"
"101",0.375152225995567,"monodon"
"102",0.393562455853556,"monodon"
"103",0.530839929644646,"monodon"
"104",0.0922853452463164,"monodon"
"105",0.0962315248809929,"monodon"
"106",0.365988653848944,"monodon"
"107",0.380621042738336,"monodon"
"108",0.0531513361496662,"monodon"
"109",0.447863695129909,"monodon"
"110",0.225746358406952,"monodon"
"111",0.0878863586652876,"monodon"
"112",0.427773432188757,"monodon"
"113",0.0451850071810989,"monodon"
"114",0.439852464463912,"monodon"
"115",0.20411400758967,"monodon"
"116",0.366018975020923,"monodon"
"117",0.409283822115571,"monodon"
"118",0.444247459191494,"monodon"
"119",0.524264113819395,"monodon"
"120",0.403664151041804,"monodon"
"121",0.47586766086473,"monodon"
"122",0.352839653869162,"monodon"
"123",0.479821034194694,"monodon"
"124",0.477306358094407,"monodon"
"125",0.0973671935387119,"monodon"
"126",0.255996313444522,"monodon"
"127",0.359118635935925,"monodon"
"128",0.42677057841739,"monodon"
"129",0.146857779776851,"monodon"
"130",0.49312295516675,"monodon"
"131",0.0383260515402978,"monodon"
"132",0.367765548484943,"monodon"
"133",0.328606528087079,"monodon"
"134",0.125434591733473,"monodon"
"135",0.177103090820957,"monodon"
"136",0.51969456735938,"monodon"
"137",0.365527420364774,"monodon"
"138",0.393791455643669,"monodon"
"139",0.0577598632409982,"monodon"
"140",0.0710823704479751,"monodon"
"141",0.402849972479594,"monodon"
"142",0.35335360633271,"monodon"
"143",0.338930176103921,"monodon"
"144",0.283098183353643,"monodon"
"145",0.382477652083032,"monodon"
"146",0.275989557243382,"monodon"
"147",0.0499509719097674,"monodon"
"148",0.102764185200217,"monodon"
"149",0.38388291986077,"monodon"
"150",0.328293528243795,"monodon"
"151",0.456491895674492,"monodon"
"152",0.545683210511053,"monodon"
"153",0.510517529800809,"monodon"
"154",0.44388959028113,"monodon"
"155",0.566514653190438,"monodon"
"156",0.363917813935595,"monodon"
"157",0.460104935277549,"monodon"
"158",0.237514444992399,"monodon"
"159",0.506236888104608,"monodon"
"160",0.0934230125481061,"monodon"
"161",0.284541856799195,"monodon"
"162",0.255008844404815,"monodon"
"163",0.359164976995814,"monodon"
"164",0.421764625333744,"monodon"
"165",0.313261690345225,"monodon"
"166",0.471563125088063,"monodon"
"167",0.34807022460044,"monodon"
"168",0.365379874014577,"monodon"
"169",0.398233296915649,"monodon"
"170",0.151063928572105,"monodon"
"171",0.0136054323502113,"monodon"
"172",0.493428116593291,"monodon"
"173",0.118433830623281,"monodon"
"174",0.525977021953458,"monodon"
"175",0.0266401592475176,"monodon"
"176",0.456274705739498,"monodon"
"177",0.234932028867758,"monodon"
"178",0.31479181457528,"monodon"
"179",0.419988327938825,"monodon"
"180",0.392809393854766,"monodon"
"181",0.0846293091408603,"monodon"
"182",0.194653033479214,"monodon"
"183",0.530104383400741,"monodon"
"184",0.403100574023067,"monodon"
"185",0.110123560015061,"monodon"
"186",0.434987765129694,"monodon"
"187",0.376627580933213,"monodon"
"188",0.111299320799685,"monodon"
"189",0.568035517956188,"monodon"
"190",0.452690374639345,"monodon"
"191",0.155428124173196,"monodon"
"192",0.431127022723353,"monodon"
"193",0.388650407935686,"monodon"
"194",0.455634464192045,"monodon"
"195",0.36669062539343,"monodon"
"196",0.147322078320454,"monodon"
"197",0.441581118766868,"monodon"
"198",0.396808236989778,"monodon"
"199",0.448376514089064,"monodon"
"200",0.432518335500445,"monodon"
"201",0.0650523588514761,"monodon"
"202",0.420971876478943,"monodon"
"203",0.155912063490147,"monodon"
"204",0.0586087273765549,"monodon"
"205",0.191819135004574,"monodon"
"206",0.172064565854794,"monodon"
"207",0.491529805984421,"monodon"
"208",0.481643531710446,"monodon"
"209",0.292433804928162,"monodon"
"210",0.338767576700575,"monodon"
"211",0.365505524945712,"monodon"
"212",0.0677495677973173,"monodon"
"213",0.429829752625677,"monodon"
"214",0.528607289770046,"monodon"
"215",0.378061895638641,"monodon"
"216",0.258213098676088,"monodon"
"217",0.0389379013363769,"monodon"
"218",0.0105377284346953,"monodon"
"219",0.182609621385819,"monodon"
"220",0.293993863360624,"monodon"
"221",0.410282920034444,"monodon"
"222",0.340914381913081,"monodon"
"223",0.344678831739839,"monodon"
"224",0.401939152629064,"monodon"
"225",0.435298079417592,"monodon"
"226",0.401022998221681,"monodon"
"227",0.568029055981425,"monodon"
"228",0.368874740375075,"monodon"
"229",0.239038303267426,"monodon"
"230",0.411480204758743,"monodon"
"231",0.565513404620743,"monodon"
"232",0.480730272597491,"monodon"
"233",0.418213485208903,"monodon"
"234",0.0315393672813028,"monodon"
"235",0.0854185081333772,"monodon"
"236",0.364959922362112,"monodon"
"237",0.106239314605643,"monodon"
"238",0.323576095841934,"monodon"
"239",0.371520334468553,"monodon"
"240",0.406950156133914,"monodon"
"241",0.424300787049367,"monodon"
"242",0.548824120572991,"monodon"
"243",0.42091338287255,"monodon"
"244",0.0410262556240835,"monodon"
"245",0.333329296845458,"monodon"
"246",0.365256048246884,"monodon"
"247",0.285628573334892,"monodon"
"248",0.364909284378289,"monodon"
"249",0.268314832493435,"monodon"
"250",0.351074903144661,"monodon"
"251",0.40545905174396,"monodon"
"252",0.403803817680288,"monodon"
"253",0.445131351684726,"monodon"
"254",0.537753780454106,"monodon"
"255",0.296534239278221,"monodon"
"256",0.352752408575806,"monodon"
"257",0.461259586429007,"monodon"
"258",0.496104576930004,"monodon"
"259",0.422667855882049,"monodon"
"260",0.195870156813289,"monodon"
"261",0.40057263502364,"monodon"
"262",0.0291555696978603,"monodon"
"263",0.369326338731604,"monodon"
"264",0.0171047442893526,"monodon"
"265",0.382290697636994,"monodon"
"266",0.416905098187489,"monodon"
"267",0.394298264752061,"monodon"
"268",0.378846772380777,"monodon"
"269",0.112450114836632,"monodon"
"270",0.401707140565135,"monodon"
"271",0.182267134907806,"monodon"
"272",0.563204669116335,"monodon"
"273",0.374976059233199,"monodon"
"274",0.233540735463537,"monodon"
"275",0.0834572936257749,"monodon"
"276",0.448843996301524,"monodon"
"277",0.311259719955783,"monodon"
"278",0.0563475417418818,"monodon"
"279",0.368623084538068,"monodon"
"280",0.209021087954596,"monodon"
"281",0.391533632857241,"monodon"
"282",0.408519976686831,"monodon"
"283",0.414882332319081,"monodon"
"284",0.337988822671377,"monodon"
"285",0.036339372193858,"monodon"
"286",0.510180816593609,"monodon"
"287",0.283714524686525,"monodon"
"288",0.0616977183986548,"monodon"
"289",0.520361956130324,"monodon"
"290",0.591803932496757,"monodon"
"291",0.403151410985831,"monodon"
"292",0.214925833434759,"monodon"
"293",0.413582008643963,"monodon"
"294",0.443070515476641,"monodon"
"295",0.0790868734643027,"monodon"
"296",0.381007096805609,"monodon"
"297",0.0585954726193928,"monodon"
"298",0.497947671653463,"monodon"
"299",0.349053758276268,"monodon"
"300",0.381951407173292,"monodon"
"301",0.304877191179042,"monodon"
"302",0.38671486981711,"monodon"
"303",0.432365805325589,"monodon"
"304",0.494145030319565,"monodon"
"305",0.0332578659919019,"monodon"
"306",0.524505059339127,"monodon"
"307",0.137307025926375,"monodon"
"308",0.258592122149153,"monodon"
"309",0.353778914681986,"monodon"
"310",0.00958662826465376,"monodon"
"311",0.26491868702465,"monodon"
"312",0.430567936912099,"monodon"
"313",0.386569889928264,"monodon"
"314",0.226479605177848,"monodon"
"315",0.528587228818149,"monodon"
"316",0.108187715293058,"monodon"
"317",0.40073341582976,"monodon"
"318",0.470947290650051,"monodon"
"319",0.38758237402556,"monodon"
"320",0.338490746151173,"monodon"
"321",0.17592575854193,"monodon"
"322",0.390900962122439,"monodon"
"323",0.37507408311483,"monodon"
"324",0.44295549241471,"monodon"
"325",0.365558793706269,"monodon"
"326",0.260921884617844,"monodon"
"327",0.39592663071289,"monodon"
"328",0.412317640723302,"monodon"
"329",0.409399278068557,"monodon"
"330",0.545002444794251,"monodon"
"331",0.108925910500377,"monodon"
"332",0.248749107183585,"monodon"
"333",0.452643532214033,"monodon"
"334",0.572810460195237,"monodon"
"335",0.382811873508413,"monodon"
"336",0.399062803772638,"monodon"
"337",0.0210013026592471,"monodon"
"338",0.269959179587856,"monodon"
"339",0.3046997398734,"monodon"
"340",0.389273027774612,"monodon"
"341",0.263493437700056,"monodon"
"342",0.417921197194495,"monodon"
"343",0.38613734156855,"monodon"
"344",0.159397680442491,"monodon"
"345",0.107502213131329,"monodon"
"346",0.425882131474133,"monodon"
"347",0.0659189145939895,"monodon"
"348",0.43118720135423,"monodon"
"349",0.00883420521329853,"monodon"
"350",0.161310679512999,"monodon"
"351",0.35042606057443,"monodon"
"352",0.428071630533692,"monodon"
"353",0.349400123677621,"monodon"
"354",0.473269594105304,"monodon"
"355",0.0525220842307638,"monodon"
"356",0.367600886810372,"monodon"
"357",0.555311853228744,"monodon"
"358",0.474353853936241,"monodon"
"359",0.396106541623754,"monodon"
"360",0.472059493960786,"monodon"
"361",0.419429740945695,"monodon"
"362",0.082786903841609,"monodon"
"363",0.375796053690527,"monodon"
"364",0.392452992606737,"monodon"
"365",0.362528917747057,"monodon"
"366",0.387830306531611,"monodon"
"367",0.352712475631294,"monodon"
"368",0.465046459548744,"monodon"
"369",0.412015855620547,"monodon"
"370",0.303545777700543,"monodon"
"371",0.150114325640431,"monodon"
"372",0.434099197838277,"monodon"
"373",0.0806022336751197,"monodon"
"374",0.128234782414495,"monodon"
"375",0.032701398064675,"monodon"
"376",0.317741816312435,"monodon"
"377",0.507102208293278,"monodon"
"378",0.262971921785004,"monodon"
"379",0.0671853654924894,"monodon"
"380",0.405067942308153,"monodon"
"381",0.394130244861238,"monodon"
"382",0.349940350200965,"monodon"
"383",0.122870060532711,"monodon"
"384",0.316090448581646,"monodon"
"385",0.296122696343678,"monodon"
"386",0.45922800816853,"monodon"
"387",0.422109223347477,"monodon"
"388",0.456602096489163,"monodon"
"389",0.0670252129918992,"monodon"
"390",0.364581705539317,"monodon"
"391",0.491478538896418,"monodon"
"392",0.107121492945001,"monodon"
"393",0.0328664787367325,"monodon"
"394",0.304088454241757,"monodon"
"395",0.275455594160239,"monodon"
"396",0.329114033988844,"monodon"
"397",0.0741461884478072,"monodon"
"398",0.0723094160494904,"monodon"
"399",0.01445133510245,"monodon"
"400",0.48700469922313,"monodon"
"401",0.332201654375672,"monodon"
"402",0.0851667381688807,"monodon"
"403",0.428717262150867,"monodon"
"404",0.586249322422528,"monodon"
"405",0.342606229821796,"monodon"
"406",0.43433654804301,"monodon"
"407",0.468506064033981,"monodon"
"408",0.43951384247056,"monodon"
"409",0.367027889930849,"monodon"
"410",0.0708782333155342,"monodon"
"411",0.21946775561625,"monodon"
"412",0.389458498489949,"monodon"
"413",0.478274141571533,"monodon"
"414",0.405074420533718,"monodon"
"415",0.014279541639447,"monodon"
"416",0.326567531659992,"monodon"
"417",0.422797740262891,"monodon"
"418",0.53388994212728,"monodon"
"419",0.096334519369988,"monodon"
"420",0.359732567128116,"monodon"
"421",0.132380250106951,"monodon"
"422",0.0919786799172366,"monodon"
"423",0.26537586213116,"monodon"
"424",0.166798736330859,"monodon"
"425",0.433287720110903,"monodon"
"426",0.427407933057745,"monodon"
"427",0.410805327016897,"monodon"
"428",0.432636601083301,"monodon"
"429",0.447765379917202,"monodon"
"430",0.318299101297785,"monodon"
"431",0.201221668654304,"monodon"
"432",0.372376467488913,"monodon"
"433",0.524012156094122,"monodon"
"434",0.0578568132498851,"monodon"
"435",0.076092099116119,"monodon"
"436",0.0857304960243967,"monodon"
"437",0.420480880311105,"monodon"
"438",0.395236001514869,"monodon"
"439",0.164387931930113,"monodon"
"440",0.380601179178292,"monodon"
"441",0.141856280283795,"monodon"
"442",0.228004436967851,"monodon"
"443",0.259493689557961,"monodon"
"444",0.362624914741245,"monodon"
"445",0.329894056284108,"monodon"
"446",0.505613132518398,"monodon"
"447",0.407502180378096,"monodon"
"448",0.086858158319518,"monodon"
"449",0.449072397402774,"monodon"
"450",0.404709423822307,"monodon"
"451",0.315143133937626,"monodon"
"452",0.397090933306591,"monodon"
"453",0.39382560872588,"monodon"
"454",0.379180212263426,"monodon"
"455",0.434278220027351,"monodon"
"456",0.0364081339835085,"monodon"
"457",0.349726875826542,"monodon"
"458",0.0790073973172704,"monodon"
"459",0.311295760760059,"monodon"
"460",0.436356027715708,"monodon"
"461",0.456665595522513,"monodon"
"462",0.331361196423566,"monodon"
"463",0.30818526448915,"monodon"
"464",0.0677517687576219,"monodon"
"465",0.098721909938113,"monodon"
"466",0.404169776326439,"monodon"
"467",0.425570166010383,"monodon"
"468",0.442056309610377,"monodon"
"469",0.430885128781326,"monodon"
"470",0.0173049618981638,"monodon"
"471",0.347455713842813,"monodon"
"472",0.218299144586289,"monodon"
"473",0.353406359127998,"monodon"
"474",0.395739321149634,"monodon"
"475",0.391336828990004,"monodon"
"476",0.520208041327635,"monodon"
"477",0.0664460792655528,"monodon"
"478",0.563422369208812,"monodon"
"479",0.155215632999869,"monodon"
"480",0.409420762107675,"monodon"
"481",0.453147318003989,"monodon"
"482",0.108919619636422,"monodon"
"483",0.402849920516415,"monodon"
"484",0.443093196386544,"monodon"
"485",0.454617166304205,"monodon"
"486",0.118190951304671,"monodon"
"487",0.156124380532939,"monodon"
"488",0.420715638542106,"monodon"
"489",0.402199358650626,"monodon"
"490",0.448512210627467,"monodon"
"491",0.486217643420941,"monodon"
"492",0.41922004342159,"monodon"
"493",0.531810436181376,"monodon"
"494",0.355429963933792,"monodon"
"495",0.377492837973451,"monodon"
"496",0.397220229976221,"monodon"
"497",0.263213290478804,"monodon"
"498",0.527050258173192,"monodon"
"499",0.358243054952446,"monodon"
"500",0.363261890103854,"monodon"
"501",0.369718539663264,"monodon"
"502",0.575098406319749,"monodon"
"503",0.363419990524584,"monodon"
"504",0.343842616919212,"monodon"
"505",0.543928066756909,"monodon"
"506",0.381576961633351,"monodon"
"507",0.156257150491679,"monodon"
"508",0.135045874704263,"monodon"
"509",0.431840088778889,"monodon"
"510",0.439343431433587,"monodon"
"511",0.508250285530654,"monodon"
"512",0.413416357422196,"monodon"
"513",0.416727079158686,"monodon"
"514",0.386763657406925,"monodon"
"515",0.105102356592858,"monodon"
"516",0.363472047576004,"monodon"
"517",0.577581559873474,"monodon"
"518",0.443429752622408,"monodon"
"519",0.0784077083420781,"monodon"
"520",0.463065231428065,"monodon"
"521",0.309733573263547,"monodon"
"522",0.37978372381263,"monodon"
"523",0.135010149458336,"monodon"
"524",0.0316072398936054,"monodon"
"525",0.125892240330597,"monodon"
"526",0.489967148221486,"monodon"
"527",0.425513110247676,"monodon"
"528",0.406670428489824,"monodon"
"529",0.568773055316228,"monodon"
"530",0.387584480762237,"monodon"
"531",0.152474762398592,"monodon"
"532",0.474773500084834,"monodon"
"533",0.339304773820149,"monodon"
"534",0.0549334245963456,"monodon"
"535",0.0943476786681389,"monodon"
"536",0.429115959490932,"monodon"
"537",0.460137199304818,"monodon"
"538",0.546419395603222,"monodon"
"539",0.412979223389456,"monodon"
"540",0.432195297916584,"monodon"
"541",0.0441020187090501,"monodon"
"542",0.358542429883795,"monodon"
"543",0.374582531216984,"monodon"
"544",0.0636894033633713,"monodon"
"545",0.383887604814576,"monodon"
"546",0.232485806992997,"monodon"
"547",0.318124486142417,"monodon"
"548",0.0346769103497228,"monodon"
"549",0.415454224277156,"monodon"
"550",0.195475108927977,"monodon"
"551",0.40646123748383,"monodon"
"552",0.482340761359066,"monodon"
"553",0.53033488186014,"monodon"
"554",0.374683964218464,"monodon"
"555",0.571742777526881,"monodon"
"556",0.396899441949553,"monodon"
"557",0.11612875539255,"monodon"
"558",0.373418945949527,"monodon"
"559",0.453859593013702,"monodon"
"560",0.0276625135558259,"monodon"
"561",0.502203533571234,"monodon"
"562",0.452148194810377,"monodon"
"563",0.0741381053322766,"monodon"
"564",0.369753575031305,"monodon"
"565",0.41825733581083,"monodon"
"566",0.180753225397432,"monodon"
"567",0.0727004682178553,"monodon"
"568",0.391197079655666,"monodon"
"569",0.501035395531816,"monodon"
"570",0.376011660080465,"monodon"
"571",0.354231832070631,"monodon"
"572",0.386317664120993,"monodon"
"573",0.313703032286735,"monodon"
"574",0.292823623433676,"monodon"
"575",0.37409163209541,"monodon"
"576",0.358332797079053,"monodon"
"577",0.39354683491997,"monodon"
"578",0.290449408260175,"monodon"
